,id,female,age,school,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,height,weight85,weight94,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,tenure,collbarg,urban,ethnic,educ,faith,region,cat_emp,marital
1554,3544.0,female,39.0,12.0,34.0,31.0,41.0,46.0,32.0,34.728374,64.0,150.0,255.0,11.0,11.0,13.0,yes,no,6.1153846,7.85,12.0,0.09615385,no,yes,black,high school dip,protestant,north central,private,divorced
1555,3545.0,female,39.0,14.0,39.0,50.0,50.0,51.0,50.0,45.087917,66.0,155.0,165.0,12.0,11.0,4.0,yes,no,13.192307,16.34,40.0,7.0,no,yes,black,high school dip,catholic,north central,government,divorced
1556,3546.0,female,38.0,15.0,47.0,50.0,47.0,47.0,47.0,48.631973,62.0,115.0,183.0,12.0,11.0,4.0,yes,no,15.615385,20.88,58.0,2.0769231,no,yes,black,high school dip,catholic,north central,private,married
1557,3547.0,female,42.0,14.0,46.0,47.0,50.0,59.0,50.0,48.086735,63.0,114.0,130.0,12.0,10.0,4.0,yes,no,19.538462,15.01,40.0,8.75,no,yes,black,high school dip,protestant,north central,government,married
1558,3548.0,female,39.0,14.0,39.0,38.0,38.0,52.0,35.0,38.545048,66.0,168.0,197.0,12.0,10.0,4.0,yes,no,4.519231,12.66,45.0,1.4615384,no,yes,black,high school dip,protestant,western,private,divorced
1559,3549.0,female,40.0,12.0,40.0,47.0,50.0,44.0,46.0,44.8153,60.0,150.0,200.0,8.0,8.0,6.0,yes,no,11.730769,8.75,40.0,5.923077,no,yes,white,high school dip,protestant,north central,private,married
1560,3550.0,male,42.0,12.0,64.0,48.0,53.0,60.0,48.0,58.991516,71.0,227.0,265.0,9.0,9.0,6.0,yes,no,21.73077,16.27,40.0,20.73077,yes,no,white,high school dip,protestant,north central,private,married
1561,3553.0,male,39.0,12.0,65.0,47.0,59.0,60.0,57.0,60.899853,70.0,150.0,160.0,11.0,9.0,8.0,no,no,20.673077,22.0,40.0,2.5384614,no,yes,white,high school dip,catholic,north central,private,married
1562,3554.0,female,38.0,10.0,58.0,34.0,56.0,62.0,44.0,52.721268,62.0,120.0,110.0,11.0,9.0,8.0,yes,no,17.038462,17.67,40.0,14.038462,yes,yes,white,none,catholic,north central,private,married
1563,3555.0,female,44.0,12.0,46.0,48.0,50.0,46.0,50.0,48.359352,62.0,100.0,130.0,12.0,9.0,8.0,yes,no,13.961538,7.0,20.0,2.9423077,no,no,white,high school dip,catholic,north central,private,married
1564,3558.0,female,39.0,17.0,54.0,47.0,59.0,62.0,64.0,54.90222,66.0,125.0,135.0,14.0,12.0,3.0,yes,no,15.230769,20.27,55.0,0.3653846,no,yes,white,associate degree,protestant,north central,private,married
1565,3561.0,male,38.0,12.0,38.0,30.0,20.0,27.0,34.0,30.911701,69.0,205.0,230.0,12.0,10.0,4.0,no,no,17.673077,15.55,48.0,13.288462,yes,yes,white,high school dip,catholic,north central,private,single
1566,3563.0,male,42.0,12.0,57.0,28.0,32.0,47.0,46.0,43.99744,70.0,180.0,210.0,10.0,8.0,9.0,yes,no,22.038462,11.78,40.0,0.23076923,yes,yes,white,high school dip,protestant,north central,private,married
1567,3565.0,female,45.0,12.0,59.0,56.0,59.0,62.0,65.0,60.081997,63.0,130.0,180.0,12.0,8.0,8.0,yes,no,23.096153,14.1,45.0,18.288462,no,yes,white,high school dip,protestant,north central,private,divorced
1568,3569.0,male,38.0,12.0,35.0,44.0,47.0,46.0,59.0,40.453384,73.0,190.0,230.0,12.0,12.0,4.0,no,no,19.596153,15.6,50.0,20.903847,no,no,white,high school dip,other,north central,private,married
1569,3570.0,male,41.0,9.0,38.0,33.0,29.0,52.0,45.0,34.183136,73.0,170.0,210.0,9.0,9.0,4.0,no,no,20.442308,17.12,45.0,10.961538,no,no,white,none,protestant,north central,private,married
1570,3572.0,female,37.0,10.0,36.0,35.0,50.0,48.0,47.0,39.362907,68.0,165.0,195.0,9.0,10.0,4.0,no,no,9.25,20.83,12.0,3.3846154,no,no,white,none,protestant,north central,private,married
1571,3574.0,female,37.0,12.0,65.0,61.0,59.0,62.0,71.0,64.71653,69.0,180.0,240.0,11.0,8.0,1.0,yes,no,18.76923,20.19,40.0,17.23077,no,yes,white,associate degree,protestant,north central,private,married
1572,3575.0,male,44.0,12.0,51.0,52.0,41.0,61.0,65.0,49.72245,73.0,155.0,160.0,12.0,12.0,4.0,no,no,23.538462,23.07,40.0,3.8076923,no,no,white,high school dip,catholic,north central,private,married
1573,3576.0,female,42.0,12.0,46.0,59.0,56.0,55.0,65.0,52.993885,66.0,120.0,155.0,12.0,12.0,4.0,yes,no,7.5576925,6.0,16.0,0.26923078,no,no,white,high school dip,catholic,north central,private,married
1574,3580.0,male,42.0,12.0,55.0,56.0,62.0,59.0,57.0,58.7189,69.0,215.0,240.0,12.0,13.0,1.0,no,no,20.23077,17.95,40.0,13.076923,no,no,white,high school dip,protestant,north central,private,married
1575,3581.0,male,44.0,16.0,49.0,59.0,56.0,60.0,56.0,54.629604,75.0,185.0,190.0,12.0,12.0,3.0,yes,yes,20.865385,37.5,50.0,9.134615,no,yes,white,degree,protestant,southern,private,married
1576,3582.0,male,40.0,18.0,58.0,57.0,56.0,62.0,67.0,58.991516,70.0,140.0,185.0,12.0,14.0,1.0,yes,no,14.673077,28.84,60.0,2.6346154,no,yes,white,masters,catholic,north central,private,married
1577,3584.0,female,42.0,12.0,40.0,46.0,47.0,48.0,62.0,43.72482,61.0,98.0,90.0,12.0,12.0,2.0,yes,no,12.576923,8.1,40.0,1.2884616,no,yes,white,high school dip,protestant,north central,private,married
1578,3585.0,male,41.0,16.0,66.0,59.0,59.0,62.0,65.0,64.71653,70.0,170.0,165.0,12.0,12.0,2.0,yes,no,18.615385,80.12,60.0,11.346154,no,no,white,degree,protestant,north central,private,married
1579,3587.0,male,44.0,14.0,55.0,60.0,59.0,60.0,59.0,58.991516,74.0,170.0,190.0,12.0,16.0,2.0,yes,no,17.73077,20.13,40.0,17.326923,yes,yes,white,high school dip,other,north central,government,married
1580,3588.0,male,40.0,18.0,35.0,60.0,56.0,55.0,54.0,47.268875,71.0,160.0,185.0,12.0,16.0,2.0,yes,no,14.423077,27.24,40.0,1.5192307,no,yes,white,degree,other,western,private,married
1581,3589.0,male,42.0,12.0,58.0,52.0,50.0,60.0,60.0,55.992702,73.0,172.0,200.0,12.0,12.0,2.0,yes,no,23.346153,17.17,48.0,23.865385,yes,yes,white,high school dip,catholic,north central,private,married
1582,3591.0,male,41.0,12.0,61.0,52.0,59.0,58.0,49.0,60.081997,70.0,163.0,185.0,12.0,12.0,6.0,no,no,22.98077,26.82,38.0,21.038462,yes,yes,white,high school dip,catholic,north central,private,divorced
1583,3595.0,male,41.0,12.0,57.0,43.0,47.0,62.0,57.0,52.17603,75.0,210.0,230.0,12.0,13.0,8.0,yes,no,17.346153,24.0,46.0,23.557692,no,no,white,high school dip,catholic,north central,private,divorced
1584,3597.0,female,43.0,14.0,50.0,59.0,50.0,55.0,53.0,53.539127,67.0,139.0,140.0,11.0,12.0,10.0,yes,no,15.057693,11.67,40.0,6.923077,no,no,white,high school dip,catholic,north central,private,married
1585,3598.0,male,43.0,12.0,39.0,48.0,35.0,49.0,46.0,40.453384,72.0,190.0,216.0,12.0,12.0,1.0,yes,no,23.211538,19.36,40.0,4.6346154,yes,no,white,high school dip,catholic,north central,private,married
1586,3600.0,male,43.0,12.0,62.0,54.0,53.0,62.0,59.0,59.536755,73.0,175.0,190.0,12.0,8.0,4.0,yes,no,21.634615,22.64,45.0,22.057692,no,yes,white,high school dip,protestant,north central,private,married
1587,3602.0,male,45.0,12.0,53.0,60.0,56.0,59.0,55.0,57.08318,72.0,178.0,200.0,11.0,12.0,3.0,yes,no,22.884615,22.43,60.0,24.423077,no,no,white,high school dip,catholic,north central,private,married
1588,3603.0,female,42.0,12.0,50.0,51.0,59.0,59.0,62.0,53.811745,67.0,136.0,165.0,11.0,12.0,3.0,yes,no,21.153847,18.26,40.0,8.346154,no,yes,white,high school dip,catholic,north central,government,married
1589,3604.0,male,40.0,12.0,55.0,39.0,38.0,53.0,56.0,47.541496,72.0,190.0,220.0,9.0,9.0,3.0,yes,no,21.846153,14.58,48.0,4.980769,no,yes,white,high school dip,catholic,north central,self-employed,married
1590,3605.0,female,44.0,12.0,59.0,60.0,59.0,61.0,65.0,61.172474,62.0,112.0,148.0,16.0,17.0,4.0,yes,no,23.23077,16.54,40.0,2.8269231,yes,yes,white,high school dip,catholic,north central,government,married
1591,3606.0,female,41.0,13.0,43.0,57.0,56.0,62.0,57.0,50.81293,65.0,140.0,160.0,12.0,12.0,3.0,yes,no,17.288462,14.28,21.0,2.3653846,no,no,white,high school dip,catholic,north central,private,married
1592,3607.0,male,45.0,11.0,39.0,56.0,47.0,38.0,28.0,45.905777,70.0,150.0,178.0,12.0,12.0,1.0,yes,yes,21.01923,13.5,50.0,3.2307692,no,yes,white,none,catholic,north central,private,divorced
1593,3609.0,female,42.0,14.0,43.0,60.0,53.0,54.0,47.0,50.81293,60.0,115.0,108.0,14.0,15.0,3.0,yes,no,16.25,23.45,20.0,10.961538,yes,yes,white,associate degree,catholic,north central,government,divorced
1594,3610.0,female,44.0,13.0,40.0,51.0,44.0,48.0,47.0,44.27006,68.0,113.0,115.0,12.0,12.0,4.0,yes,no,14.730769,9.65,40.0,1.9807693,no,yes,white,high school dip,protestant,north central,private,divorced
1595,3611.0,female,42.0,12.0,51.0,48.0,50.0,55.0,57.0,51.08555,66.0,150.0,130.0,12.0,12.0,4.0,yes,no,20.98077,12.35,20.0,6.769231,no,yes,white,high school dip,protestant,north central,private,married
1596,3612.0,male,39.0,12.0,42.0,52.0,44.0,40.0,46.0,45.63316,71.0,160.0,210.0,12.0,12.0,4.0,yes,no,14.653846,13.25,40.0,3.5,yes,yes,white,high school dip,protestant,north central,private,divorced
1597,3613.0,female,45.0,12.0,58.0,61.0,59.0,58.0,54.0,60.899853,64.0,190.0,242.0,12.0,10.0,6.0,yes,no,20.98077,12.96,37.0,22.25,yes,yes,white,high school dip,catholic,north central,government,married
1598,3615.0,male,40.0,12.0,53.0,61.0,59.0,53.0,52.0,58.173656,67.0,145.0,174.0,13.0,12.0,4.0,yes,no,21.961538,14.0,40.0,11.653846,no,yes,white,high school dip,protestant,north central,private,married
1599,3616.0,male,39.0,12.0,59.0,61.0,59.0,58.0,52.0,61.44509,72.0,150.0,150.0,12.0,9.0,3.0,no,no,18.423077,19.45,40.0,8.403846,no,no,white,high school dip,catholic,north central,private,married
1600,3617.0,male,43.0,16.0,64.0,57.0,56.0,61.0,53.0,62.26295,70.0,180.0,225.0,11.0,15.0,5.0,yes,no,16.557692,32.7,40.0,3.1538463,no,yes,white,degree,catholic,north central,private,married
1601,3620.0,male,40.0,12.0,54.0,51.0,47.0,51.0,38.0,52.721268,75.0,225.0,268.0,12.0,10.0,2.0,yes,no,18.846153,14.42,40.0,5.519231,no,no,white,high school dip,protestant,north central,private,married
1602,3624.0,female,39.0,16.0,62.0,57.0,59.0,61.0,57.0,61.990334,65.0,139.0,160.0,8.0,12.0,2.0,no,no,17.846153,15.81,45.0,15.826923,no,yes,white,degree,catholic,north central,private,married
1603,3625.0,female,38.0,16.0,58.0,59.0,59.0,61.0,60.0,60.354614,61.0,107.0,120.0,8.0,12.0,2.0,no,no,15.5,11.55,40.0,5.8653846,no,yes,white,degree,catholic,north central,government,married
1604,3626.0,female,43.0,16.0,47.0,57.0,56.0,61.0,52.0,52.993885,64.0,160.0,195.0,13.0,12.0,2.0,yes,no,20.173077,16.02,40.0,7.8653846,yes,2.0,white,degree,catholic,north central,government,divorced
1605,3628.0,male,44.0,17.0,58.0,56.0,56.0,52.0,55.0,58.7189,74.0,185.0,218.0,16.0,18.0,1.0,yes,no,20.942308,38.46,50.0,21.711538,no,no,white,degree,protestant,north central,private,married
1606,3632.0,male,40.0,10.0,42.0,26.0,26.0,51.0,50.0,33.637897,65.0,125.0,162.0,12.0,11.0,5.0,yes,no,19.788462,10.0,32.0,0.90384614,no,yes,white,none,protestant,north central,private,divorced
1607,3634.0,male,37.0,9.0,40.0,37.0,23.0,38.0,28.0,34.728374,67.0,115.0,140.0,12.0,11.0,4.0,no,no,16.5,7.21,40.0,1.8846154,no,yes,white,none,protestant,north central,private,divorced
1608,3636.0,female,37.0,18.0,40.0,55.0,53.0,51.0,49.0,47.814114,65.0,110.0,130.0,12.0,13.0,4.0,yes,no,11.307693,17.0,40.0,3.4038463,yes,yes,white,masters,protestant,north central,government,married
1609,3637.0,female,44.0,12.0,42.0,47.0,44.0,55.0,58.0,44.27006,66.0,142.0,144.0,16.0,9.0,3.0,yes,yes,22.211538,19.0,40.0,1.9615384,no,no,white,high school dip,protestant,north central,private,married
1610,3638.0,male,42.0,12.0,57.0,39.0,32.0,50.0,50.0,46.996254,68.0,157.0,190.0,8.0,9.0,5.0,no,yes,16.98077,31.25,40.0,9.846154,no,no,white,high school dip,protestant,north central,government,married
1611,3639.0,male,39.0,9.0,36.0,25.0,23.0,35.0,30.0,29.275984,68.0,176.0,175.0,9.0,10.0,3.0,yes,no,4.269231,12.5,40.0,0.1923077,no,no,white,none,protestant,north central,private,married
1612,3640.0,male,37.0,12.0,35.0,31.0,23.0,25.0,35.0,30.366463,69.0,145.0,205.0,9.0,10.0,3.0,yes,no,17.557692,9.0,40.0,16.73077,no,no,white,high school dip,other,north central,government,married
1613,3643.0,female,38.0,16.0,46.0,42.0,38.0,47.0,46.0,43.4522,68.0,150.0,175.0,16.0,12.0,2.0,yes,no,14.134615,17.3,40.0,2.6538463,yes,yes,white,degree,protestant,western,government,married
1614,3648.0,female,41.0,12.0,47.0,46.0,56.0,51.0,59.0,49.99507,63.0,140.0,198.0,11.0,10.0,2.0,yes,no,5.576923,5.85,40.0,1.6730769,no,no,white,high school dip,protestant,north central,private,divorced
1615,3649.0,female,39.0,12.0,35.0,34.0,32.0,46.0,50.0,33.637897,67.0,121.0,180.0,11.0,12.0,2.0,yes,no,13.826923,11.74,40.0,1.3269231,no,yes,white,high school dip,protestant,north central,private,married
1616,3651.0,female,42.0,16.0,57.0,51.0,53.0,62.0,56.0,55.992702,66.0,159.0,170.0,10.0,12.0,5.0,yes,no,18.807692,23.93,44.0,10.115385,no,no,white,degree,catholic,north central,private,married
1617,3652.0,female,40.0,10.0,40.0,39.0,23.0,59.0,52.0,35.273613,65.0,118.0,140.0,10.0,12.0,6.0,yes,no,16.096153,14.22,40.0,4.1923075,no,yes,white,none,protestant,north central,private,divorced
1618,3659.0,female,40.0,12.0,45.0,37.0,47.0,40.0,42.0,43.99744,59.0,120.0,125.0,8.0,5.0,9.0,yes,yes,14.288462,13.0,40.0,2.1153846,no,yes,white,none,protestant,north central,private,divorced
1619,3661.0,female,41.0,14.0,43.0,50.0,53.0,46.0,48.0,48.086735,65.0,115.0,150.0,13.0,12.0,2.0,yes,no,13.865385,6.12,14.0,1.0192307,no,yes,white,associate degree,other,southern,government,married
1620,3663.0,female,40.0,17.0,53.0,55.0,53.0,62.0,67.0,54.90222,68.0,150.0,225.0,12.0,17.0,1.0,yes,no,17.115385,20.0,40.0,7.076923,no,yes,white,degree,other,north central,private,married
1621,3664.0,male,44.0,18.0,66.0,59.0,53.0,61.0,55.0,63.08081,68.0,160.0,215.0,17.0,12.0,3.0,yes,no,13.942307,29.56,40.0,1.3269231,no,yes,hispanic,degree,catholic,north eastern,private,divorced
1622,3667.0,female,40.0,14.0,57.0,59.0,56.0,50.0,50.0,58.991516,67.0,220.0,350.0,13.0,16.0,1.0,yes,no,14.615385,9.89,20.0,3.3076923,no,yes,white,high school dip,other,north central,government,single
1623,3668.0,male,41.0,19.0,66.0,61.0,59.0,62.0,62.0,65.261765,70.0,162.0,185.0,14.0,16.0,3.0,yes,,16.538462,52.88,40.0,7.769231,no,yes,white,professional,catholic,north central,private,married
1624,3669.0,female,40.0,16.0,64.0,59.0,56.0,62.0,59.0,62.80819,63.0,116.0,115.0,14.0,17.0,3.0,yes,no,13.653846,15.0,15.0,0.61538464,no,yes,white,degree,catholic,north central,government,married
1625,3675.0,male,37.0,16.0,45.0,54.0,53.0,48.0,38.0,50.26769,70.0,164.0,180.0,16.0,16.0,2.0,yes,,13.134615,15.0,50.0,7.6923075,no,yes,white,degree,protestant,north central,self-employed,married
1626,3676.0,male,41.0,16.0,65.0,56.0,59.0,53.0,54.0,63.35343,71.0,155.0,170.0,12.0,16.0,5.0,yes,no,17.98077,26.92,50.0,2.0576923,no,yes,white,associate degree,catholic,north central,private,married
1627,3677.0,female,39.0,16.0,57.0,59.0,59.0,62.0,60.0,59.809376,66.0,115.0,120.0,12.0,20.0,5.0,yes,no,16.211538,16.36,41.0,13.884615,no,yes,white,degree,catholic,north central,government,married
1628,3679.0,female,40.0,15.0,47.0,50.0,59.0,62.0,65.0,51.903408,64.0,148.0,180.0,13.0,14.0,3.0,yes,no,17.307692,28.03,40.0,22.153847,no,yes,white,associate degree,protestant,north central,government,married
1629,3680.0,male,39.0,16.0,62.0,56.0,59.0,32.0,54.0,61.717712,73.0,170.0,210.0,16.0,14.0,1.0,no,no,12.884615,15.81,45.0,2.3846154,no,yes,white,degree,protestant,north central,private,married
1630,3685.0,male,44.0,16.0,59.0,56.0,56.0,62.0,54.0,59.264137,71.0,170.0,185.0,16.0,18.0,8.0,yes,no,21.423077,144.23,40.0,23.48077,no,2.0,white,degree,catholic,north central,private,married
1631,3690.0,male,40.0,18.0,65.0,59.0,59.0,52.0,48.0,64.17129,66.0,165.0,210.0,20.0,20.0,1.0,yes,yes,14.057693,52.88,40.0,14.057693,yes,yes,white,professional,protestant,southern,government,single
1632,3693.0,male,39.0,9.0,45.0,46.0,47.0,41.0,44.0,46.451015,74.0,162.0,172.0,14.0,14.0,2.0,yes,no,21.096153,25.0,40.0,1.6730769,no,yes,white,none,protestant,southern,private,single
1633,3694.0,male,43.0,11.0,53.0,51.0,50.0,52.0,51.0,52.993885,70.0,163.0,168.0,12.0,10.0,4.0,yes,no,23.01923,21.11,45.0,12.519231,no,no,white,none,catholic,north central,private,married
1634,3697.0,female,39.0,12.0,46.0,34.0,35.0,62.0,35.0,40.453384,64.0,130.0,140.0,9.0,3.0,5.0,no,no,6.980769,6.85,20.0,6.076923,no,yes,hispanic,high school dip,catholic,north central,private,single
1635,3699.0,female,40.0,12.0,36.0,39.0,41.0,60.0,41.0,37.99981,62.0,105.0,115.0,9.0,8.0,5.0,no,no,16.173077,15.11,40.0,6.9038463,no,yes,black,high school dip,protestant,southern,government,married
1636,3704.0,female,42.0,12.0,38.0,30.0,35.0,44.0,35.0,35.000996,63.0,120.0,120.0,11.0,6.0,4.0,no,yes,3.0192308,9.0,40.0,0.09615385,no,yes,black,none,protestant,western,private,single
1637,3706.0,male,45.0,13.0,53.0,56.0,50.0,50.0,40.0,54.356983,72.0,170.0,235.0,12.0,12.0,4.0,yes,no,23.0,20.19,50.0,1.7692307,no,yes,white,high school dip,protestant,western,private,married
1638,3707.0,male,43.0,16.0,59.0,60.0,59.0,56.0,59.0,61.172474,72.0,180.0,180.0,12.0,12.0,7.0,yes,no,19.673077,70.51,45.0,7.9038463,no,no,white,degree,catholic,southern,private,married
1639,3708.0,male,41.0,12.0,64.0,57.0,56.0,62.0,63.0,62.26295,68.0,160.0,190.0,12.0,12.0,7.0,yes,no,22.634615,25.62,40.0,15.769231,yes,no,white,high school dip,catholic,north central,government,married
1640,3709.0,female,41.0,16.0,45.0,54.0,59.0,56.0,50.0,51.903408,63.0,137.0,136.0,16.0,15.0,2.0,yes,no,19.173077,15.0,32.0,9.730769,no,yes,white,degree,catholic,north central,government,married
1641,3712.0,male,40.0,16.0,55.0,59.0,53.0,56.0,46.0,57.08318,71.0,150.0,175.0,16.0,18.0,4.0,yes,,15.788462,19.8,48.0,6.1346154,no,no,white,degree,protestant,north central,private,married
1642,3714.0,female,43.0,14.0,58.0,59.0,53.0,47.0,46.0,58.7189,63.0,155.0,260.0,13.0,12.0,4.0,yes,no,13.173077,14.07,32.0,2.3653846,yes,no,white,other,catholic,north central,private,married
1643,3719.0,female,44.0,12.0,45.0,48.0,41.0,42.0,45.0,45.36054,69.0,145.0,132.0,12.0,9.0,2.0,yes,yes,18.615385,7.9,40.0,3.7884614,no,yes,white,high school dip,protestant,western,private,married
1644,3721.0,male,42.0,12.0,61.0,61.0,59.0,47.0,52.0,62.535572,70.0,180.0,240.0,16.0,11.0,3.0,yes,no,8.25,20.35,40.0,3.6730769,no,no,white,high school dip,protestant,north central,private,divorced
1645,3723.0,male,41.0,12.0,49.0,52.0,47.0,46.0,50.0,50.26769,71.0,180.0,220.0,11.0,14.0,2.0,yes,no,13.596154,9.4,44.0,0.17307693,no,yes,white,high school dip,protestant,southern,private,divorced
1646,3724.0,male,38.0,12.0,59.0,51.0,59.0,58.0,50.0,58.7189,70.0,155.0,180.0,11.0,12.0,2.0,yes,no,17.807692,16.25,40.0,2.8269231,no,no,white,high school dip,protestant,north central,private,married
1647,3726.0,female,41.0,14.0,50.0,60.0,59.0,61.0,54.0,56.26532,64.0,132.0,160.0,11.0,12.0,4.0,yes,no,19.403847,5.76,12.0,0.8076923,no,no,white,associate degree,catholic,north central,private,married
1648,3730.0,female,44.0,14.0,66.0,59.0,56.0,62.0,65.0,63.89867,68.0,185.0,235.0,13.0,12.0,4.0,no,no,22.846153,23.5,21.0,11.326923,yes,no,white,associate degree,none,north central,private,married
1649,3732.0,male,38.0,12.0,65.0,61.0,59.0,62.0,54.0,64.71653,77.0,200.0,207.0,12.0,19.0,2.0,yes,no,18.211538,38.46,40.0,1.1923077,no,yes,white,high school dip,catholic,north central,private,single
1650,3734.0,female,40.0,15.0,51.0,56.0,59.0,62.0,62.0,55.72008,65.0,132.0,150.0,12.0,12.0,2.0,yes,no,15.384615,21.0,24.0,2.6346154,no,no,white,other,catholic,north central,private,married
1651,3735.0,female,37.0,12.0,50.0,47.0,56.0,52.0,47.0,51.903408,66.0,130.0,125.0,12.0,12.0,2.0,no,no,19.884615,23.93,45.0,18.0,no,yes,white,high school dip,catholic,north central,private,married
1652,3736.0,female,43.0,12.0,51.0,57.0,59.0,58.0,53.0,55.992702,62.0,95.0,113.0,12.0,12.0,5.0,no,no,21.807692,24.03,40.0,8.288462,no,no,white,high school dip,catholic,north central,private,married
1653,3737.0,female,41.0,12.0,54.0,50.0,50.0,56.0,56.0,53.266506,63.0,112.0,135.0,12.0,12.0,5.0,yes,no,22.307692,25.96,40.0,11.442307,no,2.0,white,high school dip,catholic,north central,private,married
1654,3738.0,female,40.0,12.0,45.0,39.0,47.0,56.0,54.0,44.54268,64.0,150.0,155.0,12.0,8.0,3.0,no,no,15.019231,6.75,40.0,2.1346154,no,yes,white,high school dip,protestant,north central,private,single
1655,3741.0,female,39.0,12.0,43.0,34.0,47.0,52.0,48.0,42.089104,62.0,108.0,132.0,12.0,12.0,3.0,yes,no,20.903847,10.25,30.0,6.730769,no,no,white,high school dip,catholic,north central,private,married
1656,3743.0,male,40.0,18.0,65.0,60.0,56.0,62.0,67.0,63.62605,69.0,150.0,165.0,12.0,11.0,1.0,no,no,19.25,42.63,60.0,21.01923,no,yes,white,masters,protestant,north central,private,married
1657,3744.0,female,41.0,13.0,64.0,51.0,56.0,57.0,62.0,60.627235,66.0,120.0,170.0,12.0,12.0,1.0,yes,,21.173077,21.1,41.0,7.6153846,no,yes,white,high school dip,catholic,north central,private,divorced
1658,3745.0,male,41.0,16.0,62.0,61.0,59.0,62.0,50.0,63.08081,67.0,145.0,179.0,12.0,12.0,2.0,yes,no,17.557692,13.0,40.0,9.153846,no,yes,white,degree,other,north central,private,single
1659,3746.0,female,41.0,12.0,39.0,55.0,47.0,51.0,57.0,45.63316,66.0,120.0,160.0,12.0,12.0,4.0,yes,no,10.115385,10.5,15.0,1.0192307,yes,yes,white,high school dip,catholic,north central,government,married
1660,3748.0,male,44.0,12.0,62.0,61.0,59.0,54.0,54.0,63.08081,72.0,160.0,215.0,12.0,12.0,3.0,yes,yes,18.5,10.2,43.0,2.5,no,yes,white,high school dip,catholic,north central,private,single
1661,3750.0,male,39.0,12.0,53.0,60.0,59.0,40.0,52.0,57.90104,71.0,223.0,260.0,12.0,12.0,3.0,yes,yes,22.75,17.0,40.0,1.8653846,no,yes,white,high school dip,catholic,north central,private,single
1662,3751.0,male,38.0,12.0,40.0,51.0,59.0,43.0,45.0,48.359352,74.0,195.0,240.0,12.0,12.0,3.0,yes,yes,20.923077,18.37,45.0,5.480769,no,2.0,white,high school dip,catholic,north central,private,married
1663,3754.0,female,40.0,12.0,61.0,57.0,56.0,58.0,60.0,60.627235,61.0,126.0,145.0,9.0,8.0,3.0,yes,no,21.615385,14.75,40.0,2.5384614,no,yes,white,high school dip,protestant,north central,private,divorced
1664,3756.0,female,38.0,12.0,50.0,54.0,50.0,40.0,45.0,52.17603,66.0,115.0,180.0,8.0,12.0,3.0,no,no,16.173077,14.32,40.0,10.403846,yes,yes,white,high school dip,catholic,north central,private,divorced
1665,3757.0,male,39.0,18.0,65.0,60.0,59.0,62.0,65.0,64.44391,66.0,165.0,180.0,12.0,18.0,1.0,yes,no,15.057693,27.69,50.0,15.403846,no,no,white,masters,protestant,north central,private,married
1666,3760.0,male,38.0,12.0,53.0,47.0,53.0,46.0,45.0,52.721268,71.0,175.0,187.0,12.0,12.0,2.0,yes,no,18.538462,28.84,40.0,7.923077,no,no,white,high school dip,protestant,north central,private,single
1667,3764.0,female,44.0,12.0,58.0,61.0,59.0,41.0,58.0,60.899853,68.0,115.0,156.0,12.0,12.0,3.0,no,no,23.173077,19.75,40.0,22.211538,yes,yes,white,high school dip,catholic,north central,private,divorced
1668,3765.0,male,38.0,12.0,61.0,56.0,59.0,62.0,45.0,61.172474,73.0,160.0,185.0,12.0,10.0,3.0,no,,20.211538,18.0,40.0,0.71153843,no,yes,white,high school dip,catholic,north central,private,married
1669,3766.0,male,43.0,15.0,59.0,61.0,53.0,62.0,56.0,59.809376,67.0,155.0,160.0,12.0,20.0,3.0,yes,no,14.173077,39.66,48.0,13.346154,yes,yes,white,high school dip,protestant,north central,private,married
1670,3769.0,female,44.0,14.0,49.0,43.0,47.0,50.0,46.0,47.814114,65.0,160.0,180.0,12.0,11.0,5.0,yes,yes,19.807692,9.35,40.0,0.86538464,no,no,white,associate degree,protestant,north central,private,divorced
1671,3770.0,female,41.0,12.0,51.0,52.0,56.0,52.0,60.0,53.811745,66.0,127.0,176.0,11.0,8.0,3.0,yes,no,23.5,22.59,40.0,23.23077,no,yes,white,high school dip,protestant,north central,private,married
1672,3771.0,female,38.0,16.0,57.0,51.0,59.0,61.0,62.0,57.628418,67.0,165.0,185.0,12.0,8.0,3.0,yes,no,14.115385,13.42,37.0,14.096154,no,no,white,degree,none,north central,government,married
1673,3775.0,female,41.0,16.0,57.0,59.0,53.0,54.0,60.0,58.173656,63.0,112.0,145.0,12.0,8.0,2.0,yes,no,14.307693,23.0,44.0,13.038462,no,yes,white,degree,none,north central,private,married
1674,3776.0,male,38.0,12.0,65.0,61.0,56.0,55.0,54.0,63.89867,70.0,150.0,190.0,12.0,8.0,2.0,yes,no,12.480769,5.15,24.0,0.03846154,no,yes,white,none,none,north central,private,divorced
1675,3777.0,male,42.0,12.0,54.0,56.0,53.0,54.0,51.0,55.72008,67.0,170.0,180.0,11.0,12.0,3.0,no,no,23.423077,21.63,40.0,7.1923075,yes,yes,white,high school dip,protestant,north central,private,married
1676,3780.0,male,38.0,12.0,53.0,50.0,50.0,52.0,48.0,52.721268,73.0,185.0,225.0,12.0,10.0,1.0,yes,no,15.480769,24.03,40.0,11.557693,yes,yes,white,high school dip,catholic,north central,private,married
